ID,rader,year,authors,title,journal,vol,begin,end,DOI,exclude,rationale
464,Mario,2007,"Rodriguez-Perez, Javier; Traveset, Anna",A multi-scale approach in the study of plant regeneration: Finding bottlenecks is not enough,PERSPECTIVES IN PLANT ECOLOGY EVOLUTION AND SYSTEMATICS,9,1,13,10.1016/j.ppees.2007.07.003,excluded,not arid
465,Mario,2006,"Perroni-Ventura, Yareni; Montana, Carlos; Garcia-Oliva, Felipe",Relationship between soil nutrient availability and plant species richness in a tropical semi-arid environment,JOURNAL OF VEGETATION SCIENCE,17,719,728,10.1658/1100-9233(2006)17[719:RBSNAA]2.0.CO;2,excluded,
466,Mario,2006,"Miriti, Maria N.",Ontogenetic shift from facilitation to competition in a desert shrub,JOURNAL OF ECOLOGY,94,973,979,10.1111/j.1365-2745.2006.01138.x,excluded,no data relavent to study
467,Mario,2006,"Larrea-Alcazar, Daniel M.; Soriano, Pascual J.","Spatial associations, size-distance relationships and population structure of two dominant life forms in a semiarid enclave of the Venezuelan Andes",PLANT ECOLOGY,186,137,149,10.1007/s11258-006-9118-3,excluded,not arid
468,Mario,2006,"King, Elizabeth G.; Hobbs, Richard J.",Identifying linkages among conceptual models of ecosystem degradation and restoration: Towards an integrative framework,RESTORATION ECOLOGY,14,369,378,10.1111/j.1526-100X.2006.00145.x,excluded,no data relevant to study
469,Jenna,2006,"Wipf, Sonja; Rixen, Christian; Mulder, Christa P. H.",Advanced snowmelt causes shift towards positive neighbour interactions in a subarctic tundra community,GLOBAL CHANGE BIOLOGY,12,1496,1506,10.1111/j.1365-2486.2006.01185.x,1,"all neighbours, not solely shrubs"
470,Jenna,2006,"Maestre, Fernando T.; Bautista, Susana; Cortina, Jordi",Stipa tenacissima does not affect the foliar delta C-13 and delta N-15 of introduced shrub seedlings in a Mediterranean semi-arid steppe,JOURNAL OF INTEGRATIVE PLANT BIOLOGY,48,897,905,10.1111/j.1744-7909.2006.00295.x,1,"tests influence of spatial aggregration of vegetation cover, not with neighbours vs without neighbours"
471,Jenna,2006,"Gomez-Aparicio, Lorena; Valladares, Fernando; Zamora, Regino",Differential light responses of Mediterranean tree saplings: linking ecophysiology with regeneration niche in four co-occurring species,TREE PHYSIOLOGY,26,947,958,10.1093/treephys/26.7.947,1,"not a field study, semi-natural conditions. Potted plants under shade cloth to mimic plant shading."
472,Jenna,2006,"Duarte, LDS; Dos-Santos, MMG; Hartz, SM; Pillar, VD",Role of nurse plants in Araucaria Forest expansion over grassland in south Brazil,AUSTRAL ECOLOGY,31,520,528,10.1111/j.1442-9993.2006.01602.x,1,only presents data for trees with shrubs
473,Jenna,2006,"Yang, H.; Lu, Q.; Wu, B.; Yang, H.; Zhang, J.; Lin, Y.",Vegetation diversity and its application in sandy desert revegetation on Tibetan Plateau,JOURNAL OF ARID ENVIRONMENTS,65,619,631,10.1016/j.jaridenv.2005.08.010,1,not shrub open
474,Jenna,2006,"Kennedy, PG; Sousa, WP",Forest encroachment into a Californian grassland: examining the simultaneous effects of facilitation and competition on tree seedling recruitment,OECOLOGIA,148,464,474,10.1007/s00442-006-0382-7,1,trees not shrubs
475,Jenna,2006,"Lopez-Pintor, A.; Gomez Sal, A.; Rey Benayas, J. M.",Shrubs as a source of spatial heterogeneity - the case of Retama sphaerocarpa in Mediterranean pastures of central Spain,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,29,247,255,10.1016/j.actao.2005.11.001,0,
476,Jenna,2006,"Aerts, Raf; November, Eva; Van der Borght, Ives; Behailu, Mintesinot; Hermy, Martin; Muys, Bart",Effects of pioneer shrubs on the recruitment of the fleshy-fruited tree Olea europaea ssp cuspidata in Afromontane savanna,APPLIED VEGETATION SCIENCE,9,117,126,10.1658/1402-2001(2006)9[117:EOPSOT]2.0.CO;2,0,cumulative survival: data taken at 60 days for spring studies and 120 days for summer studies
477,Jenna,2006,"Tecco, PA; Gurvich, DE; Diaz, S; Perez-Harguindeguy, NP; Cabido, M",Positive interaction between invasive plants: The influence of Pyracantha angustifolia on the recruitment of native and exotic woody species,AUSTRAL ECOLOGY,31,293,300,10.1111/j.1442-9993.2006.01557.x,0,
478,Jenna,2006,"Padilla, FM; Pugnaire, FI",The role of nurse plants in the restoration of degraded environments,FRONTIERS IN ECOLOGY AND THE ENVIRONMENT,4,196,202,10.1890/1540-9295(2006)004[0196:TRONPI]2.0.CO;2,1,review paper
479,Jenna,2006,"Drezner, TD",Plant facilitation in extreme environments: The non-random distribution of saguaro cacti (Carnegiea gigantea) under their nurse associates and the relationship to nurse architecture,JOURNAL OF ARID ENVIRONMENTS,65,46,61,10.1016/j.jaridenv.2005.06.027,1,"no open - paper compares # of seedlings under different parts of canopy, as well as under different species of nurse"
480,Jenna,2006,"Reinhart, KO; Maestre, FT; Callaway, RM",Facilitation and inhibition of seedlings of an invasive tree (Acer platanoides) by different tree species in a mountain ecosystem,BIOLOGICAL INVASIONS,8,231,240,10.1007/s10530-004-5163-9,1,trees not shrubs
481,Jenna,2006,"Benitez-Malvido, J",Effect of low vegetation on the recruitment of plants in successional habitat types,BIOTROPICA,38,171,182,10.1111/j.1744-7429.2006.00137.x,1,"all vegetation types, no data for shrub only"
482,Jenna,2006,"Kikvidze, Z; Khetsuriani, L; Kikodze, D; Callaway, RM",Seasonal shifts in competition and facilitation in subalpine plant communities of the central Caucasus,JOURNAL OF VEGETATION SCIENCE,17,77,82,10.1658/1100-9233(2006)017[0077:SSICAF]2.0.CO;2,1,not testing shrubs
483,Jenna,2006,"Malkinson, D; Kadmon, R",The effects of inter-plant interactions and density-dependent disturbances on vegetation pattern formation,LANDSCAPE ECOLOGY,21,259,270,10.1007/s10980-005-7006-1,1,simulation paper
484,Jenna,2006,"Puerta-Pinero, C; Gomez, JM; Zamora, R",Species-specific effects on topsoil development affect Quercus ilex seedling performance,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,29,65,71,10.1016/j.actao.2005.07.007,1,greenhouse experiment
485,Jenna,2006,"Holzapfel, Claus; Tielboerger, Katja; Parag, Hadas A.; Kigel, Jaime; Sternberg, Marcelo",Annual plant-shrub interactions along an aridity gradient,BASIC AND APPLIED ECOLOGY,7,268,279,10.1016/j.baae.2005.08.003,0,
486,Jenna,2006,"Balandier, P; Collet, C; Miller, JH; Reynolds, PE; Zedaker, SM",Designing forest vegetation management strategies based on the mechanisms and dynamics of crop tree competition by neighbouring vegetation,FORESTRY,79,3,27,10.1093/forestry/cpi056,1,review paper
487,Jenna,2006,"Lortie, CJ; Callaway, RM",Re-analysis of meta-analysis: support for the stress-gradient hypothesis,JOURNAL OF ECOLOGY,94,7,16,10.1111/j.1365-2745.2005.01066.x,1,meta-analysis
488,Jenna,2006,"Maestre, FT; Valladares, F; Reynolds, JF",The stress-gradient hypothesis does not fit all relationships between plant-plant interactions and abiotic stress: further insights from arid environments,JOURNAL OF ECOLOGY,94,17,22,10.1111/j.1365-2745.2005.01089.x,1,response to lortie and callaway 2006 meta
489,Jenna,2005,"Henriquez, JM; Lusk, CH",Facilitation of Nothofagus antarctica (Fagaceae) seedlings by the prostrate shrub Empetrum rubrum (Empetraceae) on glacial moraines in Patagonia,AUSTRAL ECOLOGY,30,885,890,,1,"glacial moraine, not dryland"
490,Jenna,2005,"Gomez-Aparicio, L; Valladares, F; Zamora, R; Quero, JL",Response of tree seedlings to the abiotic heterogeneity generated by nurse shrubs: an experimental approach at different scales,ECOGRAPHY,28,757,768,10.1111/j.2005.0906-7590.04337.x,0,"subhumid Mediterranean, photosynthesis measurements are for june"
491,Jenna,2005,"Tirado, R; Pugnaire, FI",Community structure and positive interactions in constraining environments,OIKOS,111,437,444,10.1111/j.1600-0706.2005.14094.x,0,
492,Jenna,2005,"Dullinger, S; Dirnbock, T; Kock, R; Hochbichler, E; Englisch, T; Sauberer, N; Grabherr, G",Interactions among tree-line conifers: differential effects of pine on spruce and larch,JOURNAL OF ECOLOGY,93,948,957,10.1111/j.1365-2745.2005.01036.x,1,pines not shrubs
493,Jenna,2005,"Armas, C; Pugnaire, FI",Plant interactions govern population dynamics in a semi-arid plant community,JOURNAL OF ECOLOGY,93,978,989,10.1111/j.1365-2745.2005.01033.x,0,"there are shrubs, shrub removal (Experimental) and true opens (Observational) microsites. For predawn water potential, the July measurements were used"
494,Jenna,2005,"Barchuk, AH; Valiente-Banuet, A; Diaz, MP",Effect of shrubs and seasonal variability of rainfall on the establishment of Aspidosperma quebracho-blanco in two edaphically contrasting environments,AUSTRAL ECOLOGY,30,695,705,10.1111/j.1442-9993.2005.01511.x,0,survival at 56 days
495,Jenna,2005,"Maestre, FT; Valladares, F; Reynolds, JF",Is the change of plant-plant interactions with abiotic stress predictable? A meta-analysis of field results in arid environments,JOURNAL OF ECOLOGY,93,748,757,10.1111/j.1365-2745.2005.01017.x,1,meta-analysis
496,Jenna,2005,"Zou, CB; Barnes, PW; Archer, S; McMurtry, CR",Soil moisture redistribution as a mechanism of facilitation in Savanna tree-shrub clusters,OECOLOGIA,145,32,40,10.1007/s00442-005-0110-8,1,subtropical
497,Jenna,2005,"Badano, EI; Cavieres, LA; Molina-Montenegro, MA; Quiroz, CL",Slope aspect influences plant association patterns in the Mediterranean matorral of central Chile,JOURNAL OF ARID ENVIRONMENTS,62,93,108,10.1016/j.jaridenv.2004.10.012,1,"association patterns, not shrub open"
498,Jenna,2005,"Buonopane, M; Huenneke, LF; Remmenga, M",Community response to removals of plant functional groups and species from a Chihuahuan desert shrubland,OIKOS,110,67,80,10.1111/j.0030-1299.2005.13949.x,1,"not shrub/ open, author's removed functional groups one at a time so mixtures not pairs"
499,Jenna,2005,"Klanderud, K; Totland, O",The relative importance of neighbours and abiotic environmental conditions for population dynamic parameters of two alpine plant species,JOURNAL OF ECOLOGY,93,493,501,10.1111/j.1365-2745.2005.01000.x,1,"not shrubs, all neighbours"
500,Jenna,2005,"Riginos, C; Milton, SJ; Wiegand, T",Context-dependent interactions between adult shrubs and seedlings in a semi-arid shrubland,JOURNAL OF VEGETATION SCIENCE,16,331,340,10.1658/1100-9233(2005)016[0331:CIBASA]2.0.CO;2,0,
501,Jenna,2005,"Gomez-Aparicio, L; Gomez, JM; Zamora, R; Boettinger, JL",Canopy vs. soil effects of shrubs facilitating tree seedlings in Mediterranean montane ecosystems,JOURNAL OF VEGETATION SCIENCE,16,191,198,10.1111/j.1654-1103.2005.tb02355.x,0,"survival recorded at 360 days, there are shrub clipped, and real open. However both are recorded as experimental because the seedlings were planted."
502,Jenna,2005,"Smit, C; Beguin, D; Buttler, A; Muller-Scharer, H",Safe sites for tree regeneration in wooded pastures: A case of associational resistance?,JOURNAL OF VEGETATION SCIENCE,16,209,214,10.1658/1100-9233(2005)016[0209:SSFTRI]2.0.CO;2,1,"not shrub/open, rather cover of stumps, rocks on seedling density. Not understorey, cover of 4m^2 plots"
503,Jenna,2005,"Klanderud, K",Climate change effects on species interactions in an alpine plant community,JOURNAL OF ECOLOGY,93,127,137,10.1111/j.1365-2745.2004.00944.x,1,alpine
504,Jenna,2005,"Petit, S; Dickson, CR","Grass-tree (Xanthorrhoea semiplana, Liliaceae) facilitation of the endangered pink-lipped spider orchid (Caladenia syn. Arachnorchis behrii, Orchidaceae) varies in South Australia",AUSTRALIAN JOURNAL OF BOTANY,53,455,464,10.1071/BT04034,1,low open forest
505,Jenna,2004,"Maestre, FT; Cortina, J; Bautista, S",Mechanisms underlying the interaction between Pinus halepensis and the native late-successional shrub Pistacia lentiscus in a semi-arid plantation,ECOGRAPHY,27,776,786,10.1111/j.0906-7590.2004.03990.x,1,"tree, not shrub"
506,Jenna,2004,"Olofsson, J",Positive and negative plant-plant interactions in two contrasting arctic-alpine plant communities,ARCTIC ANTARCTIC AND ALPINE RESEARCH,36,464,467,10.1657/1523-0430(2004)036[0464:PANPII]2.0.CO;2,1,alpine
507,Jenna,2004,"Espigares, T; Lopez-Pintor, A; Benayas, JMR",Is the interaction between Retama sphaerocarpa and its understorey herbaceous vegetation always reciprocally positive? Competition-facilitation shift during Retama establishment,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,26,121,128,10.1016/j.actao.2004.03.009,1,greenhouse experiment
508,Jenna,2004,"Webster, R; Maestre, FT",Spatial analysis of semi-arid patchy vegetation by the cumulative distribution of patch boundary spacings and transition probabilities,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,11,257,281,10.1023/B:EEST.0000038015.83910.37,1,"spatial analysis, not shrub/open"
509,Jenna,2004,"Machicote, M; Branch, LC; Villarreal, D",Burrowing owls and burrowing mammals: are ecosystem engineers interchangeable as facilitators?,OIKOS,106,527,535,10.1111/j.0030-1299.2004.13139.x,1,not testing plant-plant interactions
510,Jenna,2004,"Anderson, P; Hoffman, T; Holmes, PM","The potential of Cephalophyllum inaequale (L. Bolus) for the restoration of degraded arid landscapes in Namaqualand, South Africa",RESTORATION ECOLOGY,12,343,351,10.1111/j.1061-2971.2004.00386.x,1,"no open sites, testing differences between 3 communities & a greenhouse experiment"
511,Jenna,2004,"Castro, J; Zamora, R; Hodar, JA; Gomez, JM; Gomez-Aparicio, L",Benefits of using shrubs as nurse plants for reforestation in Mediterranean mountains: A 4-year study,RESTORATION ECOLOGY,12,352,358,10.1111/j.1061-2971.2004.0316.x,0,survial all taken at 365 days
512,Jenna,2004,"Maestre, FT; Cortina, J",Do positive interactions increase with abiotic stress? - A test from a semi-arid steppe,PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES,271,S331,S333,10.1098/rsbl.2004.0181,1,not shrub
513,Jenna,2004,"Gomez-Aparicio, L; Zamora, R; Gomez, JM; Hodar, JA; Castro, J; Baraza, E",Applying plant facilitation to forest restoration: A meta-analysis of the use of shrubs as nurse plants,ECOLOGICAL APPLICATIONS,14,1128,1138,10.1890/03-5084,1,"they report Hedge's D but not RII, or raw data"
514,Jenna,2004,"Wilby, A; Shachak, M","Shrubs, granivores and annual plant community stability in an arid ecosystem",OIKOS,106,209,216,10.1111/j.0030-1299.2004.13085.x,0,
515,Jenna,2004,"Schurr, FM; Bossdorf, O; Milton, SJ; Schumacher, J",Spatial pattern formation in semi-arid shrubland: a priori predicted versus observed pattern characteristics,PLANT ECOLOGY,173,271,282,10.1023/B:VEGE.0000029335.13948.87,1,"spatial association study, not shrub/open"
516,Jenna,2004,"Nara, K; Hogetsu, T",Ectomycorrhizal fungi on established shrubs facilitate subsequent seedling establishment of successional plant species,ECOLOGY,85,1700,1707,10.1890/03-0373,1,"volcanic desert, not true desert"
517,Jenna,2004,"Hittner, JB; Quello, SB",Combating substance abuse with ibogaine: Pre- and posttreatment recommendations and an example of successive model fitting analyses,JOURNAL OF PSYCHOACTIVE DRUGS,36,191,199,10.1080/02791072.2004.10399729,1,clinical study of ibogaine
518,Jenna,2004,"Castro, J; Zamora, R; Hodar, JA; Gomez, JM",Seedling establishment of a boreal tree species (Pinus sylvestris) at its southernmost distribution limit: consequences of being in a marginal Mediterranean habitat,JOURNAL OF ECOLOGY,92,266,277,10.1111/j.0022-0477.2004.00870.x,1,Meditterean forest
519,Jenna,2004,"Zvereva, EL; Kozlov, MV",Facilitative effects of top-canopy plants on four dwarf shrub species in habitats severely disturbed by pollution,JOURNAL OF ECOLOGY,92,288,296,10.1111/j.0022-0477.2004.00854.x,1,trees not shrubs
520,Jenna,2004,"Bellot, J; Maestre, FT; Chirino, E; Hernandez, N; de Urbina, JO",Afforestation with Pinus halepensis reduces native shrub performance in a Mediterranean semiarid area,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,25,7,15,10.1016/j.actao.2003.10.001,1,"influence of different densities, not canopy/open"
521,Jenna,2004,"Prider, JN; Facelli, JM",Interactive effects of drought and shade on three arid zone chenopod shrubs with contrasting distributions in relation to tree canopies,FUNCTIONAL ECOLOGY,18,67,76,10.1046/j.0269-8463.2004.00810.x,1,potted plants under shade cloth
522,Jenna,2004,"Pugnaire, FI; Armas, C; Valladares, F",Soil as a mediator in plant-plant interactions in a semi-arid community,JOURNAL OF VEGETATION SCIENCE,15,85,92,10.1111/j.1654-1103.2004.tb02240.x,0,
523,Jenna,2004,"Borboroglu, PG; Yorio, P","Habitat requirements and selection by Kelp Gulls (Larus dominicanus) in central and northern Patagonia, Argentina",AUK,121,243,252,10.1642/0004-8038(2004)121[0243:HRASBK]2.0.CO;2,1,not a plant facilitation paper (kelp gulls habitat selection)
524,Jenna,2004,"Martinez, ML; Perez-Maqueo, O; Vasquez, VM",Facilitative interactions on coastal dunes in response to seasonal weather fluctuations and benefactor size,ECOSCIENCE,11,390,398,10.1080/11956860.2004.11682847,1,"coastal dunes, not arid"
525,Jenna,2004,"Klanderud, K; Totland, O",Habitat dependent nurse effects of the dwarf-shrub Dryas octopetala on alpine and arctic plant community structure,ECOSCIENCE,11,410,420,10.1080/11956860.2004.11682850,1,alpine and arctic
526,Jenna,2004,"Sternberg, M; Yu, SL; Bar, P","Soil seed banks, habitat heterogeneity, and regeneration strategies in a Mediterranean coastal sand dune",ISRAEL JOURNAL OF PLANT SCIENCES,52,213,221,10.1560/HWL0-7CBQ-1DD0-YU0U,0,
527,Jenna,2004,"Robinson, MD",Growth and abundance of desert annuals in an and woodland in Oman,PLANT ECOLOGY,174,137,145,,1,tree not shrub
528,Jenna,2003,"Garcia, D; Obeso, JR","Facilitation by herbivore-mediated nurse plants in a threatened tree, Taxus baccata: local effects and landscape level consistency",ECOGRAPHY,26,739,750,10.1111/j.0906-7590.2003.03601.x,1,forest
529,Jenna,2003,"Maestre, FT; Bautista, S; Cortina, J","Positive, negative, and net effects in grass-shrub interactions in mediterranean semiarid grasslands",ECOLOGY,84,3186,3197,10.1890/02-0635,1,not shrub
530,Jenna,2003,"Singh, G; Bala, N; Rathod, TR; Chouhan, S",Effect of adult neighbours on regeneration and performance of surface vegetation for control of sand drift in Indian desert,ENVIRONMENTAL CONSERVATION,30,353,363,10.1017/S0376892903000377,0,"inner canopy is 0-1m
 Outcanopy is 1 - 1.5 m away from stem"
531,Jenna,2003,"Hastwell, GT; Facelli, JM",Differing effects of shade-induced facilitation on growth and survival during the establishment of a chenopod shrub,JOURNAL OF ECOLOGY,91,941,950,10.1046/j.1365-2745.2003.00832.x,1,"artifical shading, not plant-plant"
532,Jenna,2003,"Flores, J; Jurado, E",Are nurse-protege interactions more common among plants from arid environments?,JOURNAL OF VEGETATION SCIENCE,14,911,916,10.1111/j.1654-1103.2003.tb02225.x,1,review paper
533,Jenna,2003,"Toft, CA; Fraizer, T",Spatial dispersion and density dependence in a perennial desert shrub (Chrysothamnus nauseosus : Asteraceae),ECOLOGICAL MONOGRAPHS,73,605,624,10.1890/02-4080,1,"spatial/density paper, not shrub open"
534,Jenna,2003,"Lenz, TI; Facelli, JM",Shade facilitates an invasive stem succulent in a chenopod shrubland in South Australia,AUSTRAL ECOLOGY,28,480,490,10.1046/j.1442-9993.2003.01304.x,0,
535,Jenna,2003,"Gao, Q; Reynolds, JF",Historical shrub-grass transitions in the northern Chihuahuan Desert: modeling the effects of shifting rainfall seasonality and event size over a landscape gradient,GLOBAL CHANGE BIOLOGY,9,1475,1493,10.1046/j.1365-2486.2003.00676.x,1,landscape modelling paper
536,Malory,2003,"Carrick, PJ","Competitive and facilitative relationships among three shrub species, and the role of browsing intensity and rooting depth in the Succulent Karoo, South Africa",JOURNAL OF VEGETATION SCIENCE,14,761,772,10.1111/j.1654-1103.2003.tb02208.x,,
537,Malory,2003,"Caravaca, F; Alguacil, MM; Figueroa, D; Barea, JM; Roldan, A",Re-establishment of Retama sphaerocarpa as a target species for reclamation of soil physical and biological properties in a semi-arid Mediterranean area,FOREST ECOLOGY AND MANAGEMENT,182,49,58,10.1016/S0378-1127(03)00067-7,,
538,Malory,2003,"Martinez, ML",Facilitation of seedling establishment by an endemic shrub in tropical coastal sand dunes,PLANT ECOLOGY,168,333,345,10.1023/A:1024406707115,,
539,Malory,2003,"Rossi, BE; Villagra, PE",Effects of Prosopis flexuosa on soil properties and the spatial pattern of understorey species in arid Argentina,JOURNAL OF VEGETATION SCIENCE,14,543,550,10.1658/1100-9233(2003)014[0543:EOPFOS]2.0.CO;2,,
540,Malory,2003,"Tirado, R; Pugnaire, FI",Shrub spatial aggregation and consequences for reproductive success,OECOLOGIA,136,296,301,10.1007/s00442-003-1264-x,,
541,Malory,2003,"Rudgers, JA; Maron, JL",Facilitation between coastal dune shrubs: a non-nitrogen fixing shrub facilitates establishment of a nitrogen-fixer,OIKOS,102,75,84,10.1034/j.1600-0706.2003.12383.x,,
542,Malory,2003,"Schenk, HJ; Holzapfel, C; Hamilton, JG; Mahall, BE",Spatial ecology of a small desert shrub on adjacent geological substrates,JOURNAL OF ECOLOGY,91,383,395,10.1046/j.1365-2745.2003.00782.x,,
543,Malory,2003,"Peek, MS; Forseth, IN","Microhabitat dependent responses to resource pulses in the aridland perennial, Cryptantha flava",JOURNAL OF ECOLOGY,91,457,466,10.1046/j.1365-2745.2003.00778.x,,
544,Malory,2003,"Teschke, R; Gaus, W; Loew, D",Kava extracts: Safety and risks including rare hepatotoxicity,PHYTOMEDICINE,10,440,446,10.1078/0944-7113-00314,,
545,Malory,2003,"Franks, SJ",Competitive and facilitative interactions within and between two species of coastal dune perennials,CANADIAN JOURNAL OF BOTANY-REVUE CANADIENNE DE BOTANIQUE,81,330,337,10.1139/B03-023,,
546,Malory,2003,"Malkinson, D; Kadmon, R; Cohen, D",Pattern analysis in successional communities - An approach for studying shifts in ecological interactions,JOURNAL OF VEGETATION SCIENCE,14,213,222,10.1111/j.1654-1103.2003.tb02146.x,,
547,Malory,2003,"Li, QK; Ma, KP",Factors affecting establishment of Quercus liaotungensis Koidz. under mature mixed oak forest overstory and in shrubland,FOREST ECOLOGY AND MANAGEMENT,176,133,146,10.1016/S0378-1127(02)00274-8,,
548,Malory,2003,"Maestre, FT; Cortina, J; Bautista, S; Bellot, J",Does Pinus halepensis facilitate the establishment of shrubs in Mediterranean semi-arid afforestations?,FOREST ECOLOGY AND MANAGEMENT,176,147,160,10.1016/S0378-1127(02)00269-4,,
549,Malory,2003,"Verdu, M; Garcia-Fayos, P",Frugivorous birds mediate sex-biased facilitation in a dioecious nurse plant,JOURNAL OF VEGETATION SCIENCE,14,35,42,10.1658/1100-9233(2003)014[0035:FBMSFI]2.0.CO;2,,
550,Malory,2003,"Bellingham, PJ; Coomes, DA",Grazing and community structure as determinants of invasion success by Scotch broom in a New Zealand montane shrubland,DIVERSITY AND DISTRIBUTIONS,9,19,28,10.1046/j.1472-4642.2003.00162.x,,
551,Malory,2003,"Titus, JH; Tsuyuzaki, S","Influence of a non-native invasive tree on primary succession at Mt. Koma, Hokkaido, Japan",PLANT ECOLOGY,169,307,315,10.1023/A:1026081910749,,
552,Malory,2002,"Dormann, CF; Brooker, RW",Facilitation and competition in the high Arctic: the importance of the experimental approach,ACTA OECOLOGICA-INTERNATIONAL JOURNAL OF ECOLOGY,23,297,301,10.1016/S1146-609X(02)01158-X,,
553,Malory,2002,"Kropfl, AI; Cecchi, GA; Villasuso, NM; Distel, RA",The influence of Larrea divaricata on soil moisture and on water status and growth of Stipa tenuis in southern Argentina,JOURNAL OF ARID ENVIRONMENTS,52,29,35,10.1006/jare.2002.0992,,
554,Malory,2002,"Schenk, HJ; Mahall, BE",Positive and negative plant interactions contribute to a north-south-patterned association between two desert shrub species,OECOLOGIA,132,402,410,10.1007/s00442-002-0990-9,,
555,Malory,2002,"Benayas, JMR; Lopez-Pintor, A; Garcia, C; de la Camara, N; Strasser, R; Sal, AG","Early establishment of planted Retama sphaerocarpa seedlings under different levels of light, water and weed competition",PLANT ECOLOGY,159,201,209,10.1023/A:1015562623751,,
556,Malory,2001,"Maestre, FT; Bautista, S; Cortina, J; Bellot, J",Potential for using facilitation by grasses to establish shrubs on a semiarid degraded steppe,ECOLOGICAL APPLICATIONS,11,1641,1655,10.1890/1051-0761(2001)011[1641:PFUFBG]2.0.CO;2,,
557,Malory,2001,"Ibanez, I; Schupp, EW",Positive and negative interactions between environmental conditions affecting Cercocarpus ledifolius seedling survival,OECOLOGIA,129,543,550,10.1007/s004420100757,,
558,Malory,2001,"Bellingham, PJ; Walker, LR; Wardle, DA",Differential facilitation by a nitrogen-fixing shrub during primary succession influences relative performance of canopy tree species,JOURNAL OF ECOLOGY,89,861,875,10.1046/j.0022-0477.2001.00604.x,,
559,Malory,2001,"Peltzer, DA; Kochy, M",Competitive effects of grasses and woody plants in mixed-grass prairie,JOURNAL OF ECOLOGY,89,519,527,10.1046/j.1365-2745.2001.00570.x,,
560,Malory,2001,"Forseth, IN; Wait, DA; Casper, BB",Shading by shrubs in a desert system reduces the physiological and demographic performance of an associated herbaceous perennial,JOURNAL OF ECOLOGY,89,670,680,10.1046/j.0022-0477.2001.00574.x,,
561,Malory,2001,"Eccles, N; Lamont, B; Esler, K; Lamont, H",Relative performance of clumped vs. experimentally isolated plants in a South African winter-rainfall desert community,PLANT ECOLOGY,155,219,227,10.1023/A:1013229122307,,
562,Malory,2001,"Pugnaire, FI; Luque, MT",Changes in plant interactions along a gradient of environmental stress,OIKOS,93,42,49,10.1034/j.1600-0706.2001.930104.x,,
563,Malory,2001,"Boyd, RS",Ecological benefits of myrmecochory for the endangered chaparral shrub Fremontodendron decumbens (Sterculiaceae),AMERICAN JOURNAL OF BOTANY,88,234,241,10.2307/2657014,,
564,Malory,2001,"Niinemets, U","Global-scale climatic controls of leaf dry mass per area, density, and thickness in trees and shrubs",ECOLOGY,82,453,469,10.2307/2679872,,
565,Malory,2001,"Haase, P",Can isotropy vs. anisotropy in the spatial association of plant species reveal physical vs. biotic facilitation?,JOURNAL OF VEGETATION SCIENCE,12,127,136,10.2307/3236680,,
566,Malory,2000,"Kitzberger, T; Steinaker, DF; Veblen, TT",Effects of climatic variability on facilitation of tree establishment in northern Patagonia,ECOLOGY,81,1914,1924,10.1890/0012-9658(2000)081[1914:EOCVOF]2.0.CO;2,,
567,Malory,2000,"Shumway, SW",Facilitative effects of a sand dune shrub on species growing beneath the shrub canopy,OECOLOGIA,124,138,148,10.1007/s004420050033,,
568,Malory,2000,"Elmore, AJ; Mustard, JF; Manning, SJ; Lobell, DB",Quantifying vegetation change in semiarid environments: Precision and accuracy of spectral mixture analysis and the Normalized Difference Vegetation Index,REMOTE SENSING OF ENVIRONMENT,73,87,102,10.1016/S0034-4257(00)00100-0,,
569,Malory,2000,"Tielborger, K; Kadmon, R",Temporal environmental variation tips the balance between facilitation and interference in desert plants,ECOLOGY,81,1544,1553,10.2307/177305,,
570,Malory,2000,"Rousset, O; Lepart, J",Positive and negative interactions at different life stages of a colonizing species (Quercus humilis),JOURNAL OF ECOLOGY,88,401,412,10.1046/j.1365-2745.2000.00457.x,,
571,Malory,2000,"Gerdol, R; Brancaleoni, L; Menghini, M; Marchesini, R",Response of dwarf shrubs to neighbour removal and nutrient addition and their influence on community structure in a subalpine heath,JOURNAL OF ECOLOGY,88,256,266,10.1046/j.1365-2745.2000.00445.x,,
572,Malory,2000,"Hoffmann, WA",Post-establishment seedling success in the Brazilian Cerrado: A comparison of savanna and forest species',BIOTROPICA,32,62,69,,,
573,Malory,2000,"Donovan, LA; Richards, JH","Juvenile shrubs show differences in stress tolerance, but no competition or facilitation, along a stress gradient",JOURNAL OF ECOLOGY,88,1,16,10.1046/j.1365-2745.2000.00411.x,,
574,Malory,1999,"Rousset, O; Lepart, J",Shrub facilitation of Quercus humilis regeneration in succession on calcareous grasslands,JOURNAL OF VEGETATION SCIENCE,10,493,502,10.2307/3237184,,
575,Malory,1999,"Barnes, PW; Archer, S",Tree-shrub interactions in a subtropical savanna parkland: Competition or facilitation?,JOURNAL OF VEGETATION SCIENCE,10,525,536,10.2307/3237187,,
